category,canonical,string_to_replace,alias,ipa,priority
"Orte, Geschichte & Zeit",Ḏū al-Qaʿdah,Ḏū al-Qaʿdah,Dhuu al-Qa-dah,/ðuː al.qaʕdah/,extended
Weitere Begriffe,Dhu al-Qa'dah,Dhu al-Qa'dah,Dhuu al-Qa-dah,/ðuː al.qaʕdah/,extended
Weitere Begriffe,Dhu al-Qadah,Dhu al-Qadah,Dhuu al-Qa-dah,/ðuː al.qaʕdah/,extended
Weitere Begriffe,ḏū al-qaʿdah,ḏū al-qaʿdah,Dhuu al-Qa-dah,/ðuː al.qaʕdah/,extended
Weitere Begriffe,dhu al-qa'dah,dhu al-qa'dah,Dhuu al-Qa-dah,/ðuː al.qaʕdah/,extended
Weitere Begriffe,dhu al-qadah,dhu al-qadah,Dhuu al-Qa-dah,/ðuː al.qaʕdah/,extended
"Orte, Geschichte & Zeit",Ḏū al-Ḥiǧǧah,Ḏū al-Ḥiǧǧah,Dhuu al-Hidschdschah,/ðuː al.ħid͡ʒd͡ʒah/,extended
Weitere Begriffe,Dhu al-Hijjah,Dhu al-Hijjah,Dhuu al-Hidschdschah,/ðuː al.ħid͡ʒd͡ʒah/,extended
Weitere Begriffe,ḏū al-ḥiǧǧah,ḏū al-ḥiǧǧah,Dhuu al-Hidschdschah,/ðuː al.ħid͡ʒd͡ʒah/,extended
Weitere Begriffe,dhu al-hijjah,dhu al-hijjah,Dhuu al-Hidschdschah,/ðuː al.ħid͡ʒd͡ʒah/,extended
"Orte, Geschichte & Zeit",ʿĀšūrāʾ,ʿĀšūrāʾ,-Aaschuuraa-,/ʕaːʃuːraːʔ/,extended
Weitere Begriffe,'Ashura','Ashura',-Aaschuuraa-,/ʕaːʃuːraːʔ/,extended
Weitere Begriffe,Ashura,Ashura,-Aaschuuraa-,/ʕaːʃuːraːʔ/,extended
Weitere Begriffe,ʿāšūrāʾ,ʿāšūrāʾ,-Aaschuuraa-,/ʕaːʃuːraːʔ/,extended
Weitere Begriffe,'ashura','ashura',-Aaschuuraa-,/ʕaːʃuːraːʔ/,extended
Weitere Begriffe,ashura,ashura,-Aaschuuraa-,/ʕaːʃuːraːʔ/,extended
"Orte, Geschichte & Zeit",ʿĪd al-Fiṭr,ʿĪd al-Fiṭr,-Iid al-Fitr,/ʕiːd al.fitˤr/,extended
Weitere Begriffe,'Id al-Fitr,'Id al-Fitr,-Iid al-Fitr,/ʕiːd al.fitˤr/,extended
Weitere Begriffe,Id al-Fitr,Id al-Fitr,-Iid al-Fitr,/ʕiːd al.fitˤr/,extended
Weitere Begriffe,ʿīd al-fiṭr,ʿīd al-fiṭr,-Iid al-Fitr,/ʕiːd al.fitˤr/,extended
Weitere Begriffe,'id al-fitr,'id al-fitr,-Iid al-Fitr,/ʕiːd al.fitˤr/,extended
Weitere Begriffe,id al-fitr,id al-fitr,-Iid al-Fitr,/ʕiːd al.fitˤr/,extended
"Orte, Geschichte & Zeit",ʿĪd al-Aḍḥā,ʿĪd al-Aḍḥā,-Iid al-Adhaa,/ʕiːd al.adˤħaː/,extended
Weitere Begriffe,'Id al-Adha,'Id al-Adha,-Iid al-Adhaa,/ʕiːd al.adˤħaː/,extended
Weitere Begriffe,Id al-Adha,Id al-Adha,-Iid al-Adhaa,/ʕiːd al.adˤħaː/,extended
Weitere Begriffe,ʿīd al-aḍḥā,ʿīd al-aḍḥā,-Iid al-Adhaa,/ʕiːd al.adˤħaː/,extended
Weitere Begriffe,'id al-adha,'id al-adha,-Iid al-Adhaa,/ʕiːd al.adˤħaː/,extended
Weitere Begriffe,id al-adha,id al-adha,-Iid al-Adhaa,/ʕiːd al.adˤħaː/,extended
"Orte, Geschichte & Zeit",Hiǧrī,Hiǧrī,Hidschrii,/hid͡ʒriː/,extended
Weitere Begriffe,Hijri,Hijri,Hidschrii,/hid͡ʒriː/,extended
Weitere Begriffe,hiǧrī,hiǧrī,Hidschrii,/hid͡ʒriː/,extended
Weitere Begriffe,hijri,hijri,Hidschrii,/hid͡ʒriː/,extended
"Orte, Geschichte & Zeit",Hijrī,Hijrī,Hijrii,/hijriː/,extended
Weitere Begriffe,hijrī,hijrī,Hijrii,/hijriː/,extended
Bücher & Sammlungen,Ṣaḥīḥ al-Bukhārī,Ṣaḥīḥ al-Bukhārī,Sahiih al-Bukhaarii,/sˤaħiːħ al.buxaːriː/,extended
Weitere Begriffe,Sahih al-Bukhari,Sahih al-Bukhari,Sahiih al-Bukhaarii,/sˤaħiːħ al.buxaːriː/,extended
Weitere Begriffe,ṣaḥīḥ al-bukhārī,ṣaḥīḥ al-bukhārī,Sahiih al-Bukhaarii,/sˤaħiːħ al.buxaːriː/,extended
Weitere Begriffe,sahih al-bukhari,sahih al-bukhari,Sahiih al-Bukhaarii,/sˤaħiːħ al.buxaːriː/,extended
Bücher & Sammlungen,Ṣaḥīḥ Muslim,Ṣaḥīḥ Muslim,Sahiih Muslim,/sˤaħiːħ muslim/,extended
Weitere Begriffe,Sahih Muslim,Sahih Muslim,Sahiih Muslim,/sˤaħiːħ muslim/,extended
Weitere Begriffe,ṣaḥīḥ muslim,ṣaḥīḥ muslim,Sahiih Muslim,/sˤaħiːħ muslim/,extended
Weitere Begriffe,sahih muslim,sahih muslim,Sahiih Muslim,/sˤaħiːħ muslim/,extended
Bücher & Sammlungen,Sunan Abī Dāwūd,Sunan Abī Dāwūd,Sunan Abii Daawuud,/sunan abiː daːwuːd/,extended
Weitere Begriffe,Sunan Abi Dawud,Sunan Abi Dawud,Sunan Abii Daawuud,/sunan abiː daːwuːd/,extended
Weitere Begriffe,sunan abī dāwūd,sunan abī dāwūd,Sunan Abii Daawuud,/sunan abiː daːwuːd/,extended
Weitere Begriffe,sunan abi dawud,sunan abi dawud,Sunan Abii Daawuud,/sunan abiː daːwuːd/,extended
Bücher & Sammlungen,Ǧāmiʿ at-Tirmiḏī,Ǧāmiʿ at-Tirmiḏī,Dschaami at-Tirmidhii,/d͡ʒaːmiʕ at.tirmiðiː/,extended
Weitere Begriffe,Jami' at-Tirmidhi,Jami' at-Tirmidhi,Dschaami at-Tirmidhii,/d͡ʒaːmiʕ at.tirmiðiː/,extended
Weitere Begriffe,Jami at-Tirmidhi,Jami at-Tirmidhi,Dschaami at-Tirmidhii,/d͡ʒaːmiʕ at.tirmiðiː/,extended
Weitere Begriffe,ǧāmiʿ at-tirmiḏī,ǧāmiʿ at-tirmiḏī,Dschaami at-Tirmidhii,/d͡ʒaːmiʕ at.tirmiðiː/,extended
Weitere Begriffe,jami' at-tirmidhi,jami' at-tirmidhi,Dschaami at-Tirmidhii,/d͡ʒaːmiʕ at.tirmiðiː/,extended
Weitere Begriffe,jami at-tirmidhi,jami at-tirmidhi,Dschaami at-Tirmidhii,/d͡ʒaːmiʕ at.tirmiðiː/,extended
Bücher & Sammlungen,Sunan an-Nasāʾī,Sunan an-Nasāʾī,Sunan an-Nasaa-ii,/sunan an.nasaːʔiː/,extended
Weitere Begriffe,Sunan an-Nasa'i,Sunan an-Nasa'i,Sunan an-Nasaa-ii,/sunan an.nasaːʔiː/,extended
Weitere Begriffe,Sunan an-Nasai,Sunan an-Nasai,Sunan an-Nasaa-ii,/sunan an.nasaːʔiː/,extended
Weitere Begriffe,sunan an-nasāʾī,sunan an-nasāʾī,Sunan an-Nasaa-ii,/sunan an.nasaːʔiː/,extended
Weitere Begriffe,sunan an-nasa'i,sunan an-nasa'i,Sunan an-Nasaa-ii,/sunan an.nasaːʔiː/,extended
Weitere Begriffe,sunan an-nasai,sunan an-nasai,Sunan an-Nasaa-ii,/sunan an.nasaːʔiː/,extended
Bücher & Sammlungen,Sunan Ibn Māǧah,Sunan Ibn Māǧah,Sunan Ibn Maadschah,/sunan ibn maːd͡ʒah/,extended
Weitere Begriffe,Sunan Ibn Majah,Sunan Ibn Majah,Sunan Ibn Maadschah,/sunan ibn maːd͡ʒah/,extended
Weitere Begriffe,sunan ibn māǧah,sunan ibn māǧah,Sunan Ibn Maadschah,/sunan ibn maːd͡ʒah/,extended
Weitere Begriffe,sunan ibn majah,sunan ibn majah,Sunan Ibn Maadschah,/sunan ibn maːd͡ʒah/,extended
Bücher & Sammlungen,Musnad Aḥmad,Musnad Aḥmad,Musnad Ahmad,/musnad aħmad/,extended
Weitere Begriffe,Musnad Ahmad,Musnad Ahmad,Musnad Ahmad,/musnad aħmad/,extended
Weitere Begriffe,musnad aḥmad,musnad aḥmad,Musnad Ahmad,/musnad aħmad/,extended
Weitere Begriffe,musnad ahmad,musnad ahmad,Musnad Ahmad,/musnad aħmad/,extended
Bücher & Sammlungen,Sunan ad-Dārimī,Sunan ad-Dārimī,Sunan ad-Daarimii,/sunan ad.daːrimiː/,extended
Weitere Begriffe,Sunan ad-Darimi,Sunan ad-Darimi,Sunan ad-Daarimii,/sunan ad.daːrimiː/,extended
Weitere Begriffe,sunan ad-dārimī,sunan ad-dārimī,Sunan ad-Daarimii,/sunan ad.daːrimiː/,extended
Weitere Begriffe,sunan ad-darimi,sunan ad-darimi,Sunan ad-Daarimii,/sunan ad.daːrimiː/,extended
Bücher & Sammlungen,al-Muwaṭṭaʾ,al-Muwaṭṭaʾ,al-Muwatta-,/al.muwatˤtˤaʔ/,extended
Weitere Begriffe,al-Muwatta',al-Muwatta',al-Muwatta-,/al.muwatˤtˤaʔ/,extended
Weitere Begriffe,al-Muwatta,al-Muwatta,al-Muwatta-,/al.muwatˤtˤaʔ/,extended
Weitere Begriffe,al-muwaṭṭaʾ,al-muwaṭṭaʾ,al-Muwatta-,/al.muwatˤtˤaʔ/,extended
Weitere Begriffe,al-muwatta',al-muwatta',al-Muwatta-,/al.muwatˤtˤaʔ/,extended
Weitere Begriffe,al-muwatta,al-muwatta,al-Muwatta-,/al.muwatˤtˤaʔ/,extended
Bücher & Sammlungen,Muwaṭṭaʾ Mālik,Muwaṭṭaʾ Mālik,Muwatta Maalik,/muwatˤtˤaʔ maːlik/,extended
Weitere Begriffe,Muwatta' Malik,Muwatta' Malik,Muwatta Maalik,/muwatˤtˤaʔ maːlik/,extended
Weitere Begriffe,Muwatta Malik,Muwatta Malik,Muwatta Maalik,/muwatˤtˤaʔ maːlik/,extended
Weitere Begriffe,muwaṭṭaʾ mālik,muwaṭṭaʾ mālik,Muwatta Maalik,/muwatˤtˤaʔ maːlik/,extended
Weitere Begriffe,muwatta' malik,muwatta' malik,Muwatta Maalik,/muwatˤtˤaʔ maːlik/,extended
Weitere Begriffe,muwatta malik,muwatta malik,Muwatta Maalik,/muwatˤtˤaʔ maːlik/,extended
Bücher & Sammlungen,Ṣaḥīḥ Ibn Khuzaymah,Ṣaḥīḥ Ibn Khuzaymah,Sahiih Ibn Khuzaymah,/sˤaħiːħ ibn xuzajmah/,extended
Weitere Begriffe,Sahih Ibn Khuzaymah,Sahih Ibn Khuzaymah,Sahiih Ibn Khuzaymah,/sˤaħiːħ ibn xuzajmah/,extended
Weitere Begriffe,ṣaḥīḥ ibn khuzaymah,ṣaḥīḥ ibn khuzaymah,Sahiih Ibn Khuzaymah,/sˤaħiːħ ibn xuzajmah/,extended
Weitere Begriffe,sahih ibn khuzaymah,sahih ibn khuzaymah,Sahiih Ibn Khuzaymah,/sˤaħiːħ ibn xuzajmah/,extended
Bücher & Sammlungen,Ṣaḥīḥ Ibn Ḥibbān,Ṣaḥīḥ Ibn Ḥibbān,Sahiih Ibn Hibbaan,/sˤaħiːħ ibn ħibbaːn/,extended
Weitere Begriffe,Sahih Ibn Hibban,Sahih Ibn Hibban,Sahiih Ibn Hibbaan,/sˤaħiːħ ibn ħibbaːn/,extended
Weitere Begriffe,ṣaḥīḥ ibn ḥibbān,ṣaḥīḥ ibn ḥibbān,Sahiih Ibn Hibbaan,/sˤaħiːħ ibn ħibbaːn/,extended
Weitere Begriffe,sahih ibn hibban,sahih ibn hibban,Sahiih Ibn Hibbaan,/sˤaħiːħ ibn ħibbaːn/,extended
Bücher & Sammlungen,Muṣannaf Ibn Abī Šaybah,Muṣannaf Ibn Abī Šaybah,Musannaf Ibn Abii Schaybah,/musˤannaf ibn abiː ʃajbah/,extended
Weitere Begriffe,Musannaf Ibn Abi Shaybah,Musannaf Ibn Abi Shaybah,Musannaf Ibn Abii Schaybah,/musˤannaf ibn abiː ʃajbah/,extended
Weitere Begriffe,muṣannaf ibn abī šaybah,muṣannaf ibn abī šaybah,Musannaf Ibn Abii Schaybah,/musˤannaf ibn abiː ʃajbah/,extended
Weitere Begriffe,musannaf ibn abi shaybah,musannaf ibn abi shaybah,Musannaf Ibn Abii Schaybah,/musˤannaf ibn abiː ʃajbah/,extended
Bücher & Sammlungen,Muṣannaf ʿAbd ar-Razzāq,Muṣannaf ʿAbd ar-Razzāq,Musannaf Abd ar-Razzaaq,/musˤannaf ʕabd ar.razzaːq/,extended
Weitere Begriffe,Musannaf 'Abd ar-Razzaq,Musannaf 'Abd ar-Razzaq,Musannaf Abd ar-Razzaaq,/musˤannaf ʕabd ar.razzaːq/,extended
Weitere Begriffe,Musannaf Abd ar-Razzaq,Musannaf Abd ar-Razzaq,Musannaf Abd ar-Razzaaq,/musˤannaf ʕabd ar.razzaːq/,extended
Weitere Begriffe,muṣannaf ʿabd ar-razzāq,muṣannaf ʿabd ar-razzāq,Musannaf Abd ar-Razzaaq,/musˤannaf ʕabd ar.razzaːq/,extended
Weitere Begriffe,musannaf 'abd ar-razzaq,musannaf 'abd ar-razzaq,Musannaf Abd ar-Razzaaq,/musˤannaf ʕabd ar.razzaːq/,extended
Weitere Begriffe,musannaf abd ar-razzaq,musannaf abd ar-razzaq,Musannaf Abd ar-Razzaaq,/musˤannaf ʕabd ar.razzaːq/,extended
Bücher & Sammlungen,Tafsīr aṭ-Ṭabarī,Tafsīr aṭ-Ṭabarī,Tafsiir at-Tabarii,/tafsiːr atˤ.tˤabariː/,extended
Weitere Begriffe,Tafsir at-Tabari,Tafsir at-Tabari,Tafsiir at-Tabarii,/tafsiːr atˤ.tˤabariː/,extended
Weitere Begriffe,tafsīr aṭ-ṭabarī,tafsīr aṭ-ṭabarī,Tafsiir at-Tabarii,/tafsiːr atˤ.tˤabariː/,extended
Weitere Begriffe,tafsir at-tabari,tafsir at-tabari,Tafsiir at-Tabarii,/tafsiːr atˤ.tˤabariː/,extended
Bücher & Sammlungen,Tafsīr Ibn Kaṯīr,Tafsīr Ibn Kaṯīr,Tafsiir Ibn Kathiir,/tafsiːr ibn kaθiːr/,extended
Weitere Begriffe,Tafsir Ibn Kathir,Tafsir Ibn Kathir,Tafsiir Ibn Kathiir,/tafsiːr ibn kaθiːr/,extended
Weitere Begriffe,tafsīr ibn kaṯīr,tafsīr ibn kaṯīr,Tafsiir Ibn Kathiir,/tafsiːr ibn kaθiːr/,extended
Weitere Begriffe,tafsir ibn kathir,tafsir ibn kathir,Tafsiir Ibn Kathiir,/tafsiːr ibn kaθiːr/,extended
Bücher & Sammlungen,Tafsīr al-Qurṭubī,Tafsīr al-Qurṭubī,Tafsiir al-Qurtubii,/tafsiːr al.qurtˤubiː/,extended
Weitere Begriffe,Tafsir al-Qurtubi,Tafsir al-Qurtubi,Tafsiir al-Qurtubii,/tafsiːr al.qurtˤubiː/,extended
Weitere Begriffe,tafsīr al-qurṭubī,tafsīr al-qurṭubī,Tafsiir al-Qurtubii,/tafsiːr al.qurtˤubiː/,extended
Weitere Begriffe,tafsir al-qurtubi,tafsir al-qurtubi,Tafsiir al-Qurtubii,/tafsiːr al.qurtˤubiː/,extended
Bücher & Sammlungen,Tafsīr al-Baġawī,Tafsīr al-Baġawī,Tafsiir al-Baghawii,/tafsiːr al.baɣawiː/,extended
Weitere Begriffe,Tafsir al-Baghawi,Tafsir al-Baghawi,Tafsiir al-Baghawii,/tafsiːr al.baɣawiː/,extended
Weitere Begriffe,tafsīr al-baġawī,tafsīr al-baġawī,Tafsiir al-Baghawii,/tafsiːr al.baɣawiː/,extended
Weitere Begriffe,tafsir al-baghawi,tafsir al-baghawi,Tafsiir al-Baghawii,/tafsiːr al.baɣawiː/,extended
Bücher & Sammlungen,Fatḥ al-Bārī,Fatḥ al-Bārī,Fath al-Baarii,/fatħ al.baːriː/,extended
Weitere Begriffe,Fath al-Bari,Fath al-Bari,Fath al-Baarii,/fatħ al.baːriː/,extended
Weitere Begriffe,fatḥ al-bārī,fatḥ al-bārī,Fath al-Baarii,/fatħ al.baːriː/,extended
Weitere Begriffe,fath al-bari,fath al-bari,Fath al-Baarii,/fatħ al.baːriː/,extended
Bücher & Sammlungen,Šarḥ Ṣaḥīḥ Muslim,Šarḥ Ṣaḥīḥ Muslim,Scharh Sahiih Muslim,/ʃarħ sˤaħiːħ muslim/,extended
Weitere Begriffe,Sharh Sahih Muslim,Sharh Sahih Muslim,Scharh Sahiih Muslim,/ʃarħ sˤaħiːħ muslim/,extended
Weitere Begriffe,šarḥ ṣaḥīḥ muslim,šarḥ ṣaḥīḥ muslim,Scharh Sahiih Muslim,/ʃarħ sˤaħiːħ muslim/,extended
Weitere Begriffe,sharh sahih muslim,sharh sahih muslim,Scharh Sahiih Muslim,/ʃarħ sˤaħiːħ muslim/,extended
Bücher & Sammlungen,Riyāḍ aṣ-Ṣāliḥīn,Riyāḍ aṣ-Ṣāliḥīn,Riyaad as-Saalihiin,/rijaːdˤ asˤ.sˤaːliħiːn/,extended
Weitere Begriffe,Riyad as-Salihin,Riyad as-Salihin,Riyaad as-Saalihiin,/rijaːdˤ asˤ.sˤaːliħiːn/,extended
Weitere Begriffe,riyāḍ aṣ-ṣāliḥīn,riyāḍ aṣ-ṣāliḥīn,Riyaad as-Saalihiin,/rijaːdˤ asˤ.sˤaːliħiːn/,extended
Weitere Begriffe,riyad as-salihin,riyad as-salihin,Riyaad as-Saalihiin,/rijaːdˤ asˤ.sˤaːliħiːn/,extended
Bücher & Sammlungen,Bulūġ al-Marām,Bulūġ al-Marām,Buluugh al-Maraam,/buluːɣ al.maraːm/,extended
Weitere Begriffe,Bulugh al-Maram,Bulugh al-Maram,Buluugh al-Maraam,/buluːɣ al.maraːm/,extended
Weitere Begriffe,bulūġ al-marām,bulūġ al-marām,Buluugh al-Maraam,/buluːɣ al.maraːm/,extended
Weitere Begriffe,bulugh al-maram,bulugh al-maram,Buluugh al-Maraam,/buluːɣ al.maraːm/,extended
Bücher & Sammlungen,al-Adab al-Mufrad,al-Adab al-Mufrad,al-Adab al-Mufrad,/al.adab al.mufrad/,extended
Weitere Begriffe,al-adab al-mufrad,al-adab al-mufrad,al-Adab al-Mufrad,/al.adab al.mufrad/,extended
Bücher & Sammlungen,al-ʿAqīdah al-Wāsiṭiyyah,al-ʿAqīdah al-Wāsiṭiyyah,al-Aqiidah al-Waasitiyyah,/al.ʕaqiːdah al.waːsitˤijjah/,extended
Weitere Begriffe,al-'Aqidah al-Wasitiyyah,al-'Aqidah al-Wasitiyyah,al-Aqiidah al-Waasitiyyah,/al.ʕaqiːdah al.waːsitˤijjah/,extended
Weitere Begriffe,al-Aqidah al-Wasitiyyah,al-Aqidah al-Wasitiyyah,al-Aqiidah al-Waasitiyyah,/al.ʕaqiːdah al.waːsitˤijjah/,extended
Weitere Begriffe,al-ʿaqīdah al-wāsiṭiyyah,al-ʿaqīdah al-wāsiṭiyyah,al-Aqiidah al-Waasitiyyah,/al.ʕaqiːdah al.waːsitˤijjah/,extended
Weitere Begriffe,al-'aqidah al-wasitiyyah,al-'aqidah al-wasitiyyah,al-Aqiidah al-Waasitiyyah,/al.ʕaqiːdah al.waːsitˤijjah/,extended
Weitere Begriffe,al-aqidah al-wasitiyyah,al-aqidah al-wasitiyyah,al-Aqiidah al-Waasitiyyah,/al.ʕaqiːdah al.waːsitˤijjah/,extended
Bücher & Sammlungen,al-ʿAqīdah aṭ-Ṭaḥāwiyyah,al-ʿAqīdah aṭ-Ṭaḥāwiyyah,al-Aqiidah at-Tahaawiyyah,/al.ʕaqiːdah atˤ.tˤaħaːwijjah/,extended
Weitere Begriffe,al-'Aqidah at-Tahawiyyah,al-'Aqidah at-Tahawiyyah,al-Aqiidah at-Tahaawiyyah,/al.ʕaqiːdah atˤ.tˤaħaːwijjah/,extended
Weitere Begriffe,al-Aqidah at-Tahawiyyah,al-Aqidah at-Tahawiyyah,al-Aqiidah at-Tahaawiyyah,/al.ʕaqiːdah atˤ.tˤaħaːwijjah/,extended
Weitere Begriffe,al-ʿaqīdah aṭ-ṭaḥāwiyyah,al-ʿaqīdah aṭ-ṭaḥāwiyyah,al-Aqiidah at-Tahaawiyyah,/al.ʕaqiːdah atˤ.tˤaħaːwijjah/,extended
Weitere Begriffe,al-'aqidah at-tahawiyyah,al-'aqidah at-tahawiyyah,al-Aqiidah at-Tahaawiyyah,/al.ʕaqiːdah atˤ.tˤaħaːwijjah/,extended
Weitere Begriffe,al-aqidah at-tahawiyyah,al-aqidah at-tahawiyyah,al-Aqiidah at-Tahaawiyyah,/al.ʕaqiːdah atˤ.tˤaħaːwijjah/,extended
Bücher & Sammlungen,aš-Šarīʿah,aš-Šarīʿah,asch-Scharii-ah,/aʃ.ʃariːʕah/,extended
Weitere Begriffe,ash-Shari'ah,ash-Shari'ah,asch-Scharii-ah,/aʃ.ʃariːʕah/,extended
Weitere Begriffe,ash-Shariah,ash-Shariah,asch-Scharii-ah,/aʃ.ʃariːʕah/,extended
Weitere Begriffe,aš-šarīʿah,aš-šarīʿah,asch-Scharii-ah,/aʃ.ʃariːʕah/,extended
Weitere Begriffe,ash-shari'ah,ash-shari'ah,asch-Scharii-ah,/aʃ.ʃariːʕah/,extended
Weitere Begriffe,ash-shariah,ash-shariah,asch-Scharii-ah,/aʃ.ʃariːʕah/,extended
Bücher & Sammlungen,as-Sunnah,as-Sunnah,as-Sunnah,/as.sunnah/,extended
Weitere Begriffe,as-sunnah,as-sunnah,as-Sunnah,/as.sunnah/,extended
Bücher & Sammlungen,Uṣūl as-Sunnah,Uṣūl as-Sunnah,Usuul as-Sunnah,/usˤuːl as.sunnah/,extended
Weitere Begriffe,Usul as-Sunnah,Usul as-Sunnah,Usuul as-Sunnah,/usˤuːl as.sunnah/,extended
Weitere Begriffe,uṣūl as-sunnah,uṣūl as-sunnah,Usuul as-Sunnah,/usˤuːl as.sunnah/,extended
Weitere Begriffe,usul as-sunnah,usul as-sunnah,Usuul as-Sunnah,/usˤuːl as.sunnah/,extended
Bücher & Sammlungen,Šarḥ Uṣūl Iʿtiqād Ahl as-Sunnah,Šarḥ Uṣūl Iʿtiqād Ahl as-Sunnah,Scharh Usuul I-tiqaad Ahl as-Sunnah,/ʃarħ usˤuːl iʕtiqaːd ahl as.sunnah/,extended
Weitere Begriffe,Sharh Usul I'tiqad Ahl as-Sunnah,Sharh Usul I'tiqad Ahl as-Sunnah,Scharh Usuul I-tiqaad Ahl as-Sunnah,/ʃarħ usˤuːl iʕtiqaːd ahl as.sunnah/,extended
Weitere Begriffe,Sharh Usul Itiqad Ahl as-Sunnah,Sharh Usul Itiqad Ahl as-Sunnah,Scharh Usuul I-tiqaad Ahl as-Sunnah,/ʃarħ usˤuːl iʕtiqaːd ahl as.sunnah/,extended
Weitere Begriffe,šarḥ uṣūl iʿtiqād ahl as-sunnah,šarḥ uṣūl iʿtiqād ahl as-sunnah,Scharh Usuul I-tiqaad Ahl as-Sunnah,/ʃarħ usˤuːl iʕtiqaːd ahl as.sunnah/,extended
Weitere Begriffe,sharh usul i'tiqad ahl as-sunnah,sharh usul i'tiqad ahl as-sunnah,Scharh Usuul I-tiqaad Ahl as-Sunnah,/ʃarħ usˤuːl iʕtiqaːd ahl as.sunnah/,extended
Weitere Begriffe,sharh usul itiqad ahl as-sunnah,sharh usul itiqad ahl as-sunnah,Scharh Usuul I-tiqaad Ahl as-Sunnah,/ʃarħ usˤuːl iʕtiqaːd ahl as.sunnah/,extended
Bücher & Sammlungen,al-Ibānah,al-Ibānah,al-Ibaanah,/al.ibaːnah/,extended
Weitere Begriffe,al-Ibanah,al-Ibanah,al-Ibaanah,/al.ibaːnah/,extended
Weitere Begriffe,al-ibānah,al-ibānah,al-Ibaanah,/al.ibaːnah/,extended
Weitere Begriffe,al-ibanah,al-ibanah,al-Ibaanah,/al.ibaːnah/,extended
Bücher & Sammlungen,Kitāb at-Tawḥīd,Kitāb at-Tawḥīd,Kitaab at-Tawhiid,/kitaːb at.tawħiːd/,extended
Weitere Begriffe,Kitab at-Tawhid,Kitab at-Tawhid,Kitaab at-Tawhiid,/kitaːb at.tawħiːd/,extended
Weitere Begriffe,kitāb at-tawḥīd,kitāb at-tawḥīd,Kitaab at-Tawhiid,/kitaːb at.tawħiːd/,extended
Weitere Begriffe,kitab at-tawhid,kitab at-tawhid,Kitaab at-Tawhiid,/kitaːb at.tawħiːd/,extended
Bücher & Sammlungen,Kitāb al-Īmān,Kitāb al-Īmān,Kitaab al-Iimaan,/kitaːb al.iːmaːn/,extended
Weitere Begriffe,Kitab al-Iman,Kitab al-Iman,Kitaab al-Iimaan,/kitaːb al.iːmaːn/,extended
Weitere Begriffe,kitāb al-īmān,kitāb al-īmān,Kitaab al-Iimaan,/kitaːb al.iːmaːn/,extended
Weitere Begriffe,kitab al-iman,kitab al-iman,Kitaab al-Iimaan,/kitaːb al.iːmaːn/,extended
Bücher & Sammlungen,Kitāb as-Sunnah,Kitāb as-Sunnah,Kitaab as-Sunnah,/kitaːb as.sunnah/,extended
Weitere Begriffe,Kitab as-Sunnah,Kitab as-Sunnah,Kitaab as-Sunnah,/kitaːb as.sunnah/,extended
Weitere Begriffe,kitāb as-sunnah,kitāb as-sunnah,Kitaab as-Sunnah,/kitaːb as.sunnah/,extended
Weitere Begriffe,kitab as-sunnah,kitab as-sunnah,Kitaab as-Sunnah,/kitaːb as.sunnah/,extended
Bücher & Sammlungen,Majmūʿ al-Fatāwā,Majmūʿ al-Fatāwā,Majmuu al-Fataawaa,/majmuːʕ al.fataːwaː/,extended
Weitere Begriffe,Majmu' al-Fatawa,Majmu' al-Fatawa,Majmuu al-Fataawaa,/majmuːʕ al.fataːwaː/,extended
Weitere Begriffe,Majmu al-Fatawa,Majmu al-Fatawa,Majmuu al-Fataawaa,/majmuːʕ al.fataːwaː/,extended
Weitere Begriffe,majmūʿ al-fatāwā,majmūʿ al-fatāwā,Majmuu al-Fataawaa,/majmuːʕ al.fataːwaː/,extended
Weitere Begriffe,majmu' al-fatawa,majmu' al-fatawa,Majmuu al-Fataawaa,/majmuːʕ al.fataːwaː/,extended
Weitere Begriffe,majmu al-fatawa,majmu al-fatawa,Majmuu al-Fataawaa,/majmuːʕ al.fataːwaː/,extended
Bücher & Sammlungen,Zād al-Maʿād,Zād al-Maʿād,Zaad al-Ma-aad,/zaːd al.maʕaːd/,extended
Weitere Begriffe,Zad al-Ma'ad,Zad al-Ma'ad,Zaad al-Ma-aad,/zaːd al.maʕaːd/,extended
Weitere Begriffe,Zad al-Maad,Zad al-Maad,Zaad al-Ma-aad,/zaːd al.maʕaːd/,extended
Weitere Begriffe,zād al-maʿād,zād al-maʿād,Zaad al-Ma-aad,/zaːd al.maʕaːd/,extended
Weitere Begriffe,zad al-ma'ad,zad al-ma'ad,Zaad al-Ma-aad,/zaːd al.maʕaːd/,extended
Weitere Begriffe,zad al-maad,zad al-maad,Zaad al-Ma-aad,/zaːd al.maʕaːd/,extended
Bücher & Sammlungen,Iʿlām al-Muwaqqiʿīn,Iʿlām al-Muwaqqiʿīn,I-laam al-Muwaqqi-iin,/iʕlaːm al.muwaqqiʕiːn/,extended
Weitere Begriffe,I'lam al-Muwaqqi'in,I'lam al-Muwaqqi'in,I-laam al-Muwaqqi-iin,/iʕlaːm al.muwaqqiʕiːn/,extended
Weitere Begriffe,Ilam al-Muwaqqiin,Ilam al-Muwaqqiin,I-laam al-Muwaqqi-iin,/iʕlaːm al.muwaqqiʕiːn/,extended
